"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento"
"http://dati.camera.it/ocd/persona.rdf/p307659","SACCANI","GLORIA","19561024","nato a REGGIO NELL'EMILIA, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 24.10.1956","REGGIO NELL'EMILIA","female","EMILIA-ROMAGNA - P03","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","IV COMMISSIONE (DIFESA)",2025-11-06 13:19:15
"http://dati.camera.it/ocd/persona.rdf/p307659","SACCANI","GLORIA","19561024","nato a REGGIO NELL'EMILIA, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 24.10.1956","REGGIO NELL'EMILIA","female","EMILIA-ROMAGNA - P03","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-11-06 13:19:15
"http://dati.camera.it/ocd/persona.rdf/p307130","MULE'","GIORGIO","19680425","nato a CALTANISSETTA, CALTANISSETTA, SICILIA, il 25.04.1968","CALTANISSETTA","male","SICILIA 1 - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","UFFICIO DI PRESIDENZA",2025-11-07 13:19:28
"http://dati.camera.it/ocd/persona.rdf/p307130","MULE'","GIORGIO","19680425","nato a CALTANISSETTA, CALTANISSETTA, SICILIA, il 25.04.1968","CALTANISSETTA","male","SICILIA 1 - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2025-11-07 13:19:28
"http://dati.camera.it/ocd/persona.rdf/p307130","MULE'","GIORGIO","19680425","nato a CALTANISSETTA, CALTANISSETTA, SICILIA, il 25.04.1968","CALTANISSETTA","male","SICILIA 1 - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-11-07 13:19:28
"http://dati.camera.it/ocd/persona.rdf/p307130","MULE'","GIORGIO","19680425","nato a CALTANISSETTA, CALTANISSETTA, SICILIA, il 25.04.1968","CALTANISSETTA","male","SICILIA 1 - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","IV COMMISSIONE (DIFESA)",2025-11-07 13:19:28
"http://dati.camera.it/ocd/persona.rdf/p307604","BENIGNI","STEFANO","19870716","nato a ALZANO LOMBARDO, BERGAMO, LOMBARDIA, il 16.07.1987","ALZANO LOMBARDO","male","LOMBARDIA 2 - P02","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","XII COMMISSIONE (AFFARI SOCIALI)",2025-11-07 13:19:34
"http://dati.camera.it/ocd/persona.rdf/p307604","BENIGNI","STEFANO","19870716","nato a ALZANO LOMBARDO, BERGAMO, LOMBARDIA, il 16.07.1987","ALZANO LOMBARDO","male","LOMBARDIA 2 - P02","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA GESTIONE DELL'EMERGENZA SANITARIA CAUSATA DALLA DIFFUSIONE EPIDEMICA DEL VIRUS SARS-COV-2 E SULLE MISURE ADOTTATE PER PREVENIRE E AFFRONTARE L'EMERGENZA EPIDEMIOLOGICA DA SARS-COV-2",2025-11-07 13:19:34
"http://dati.camera.it/ocd/persona.rdf/p308830","BELLOMO","DAVIDE","19700218","nato a ASCOLI PICENO, ASCOLI PICENO, MARCHE, il 18.02.1970","ASCOLI PICENO","male","PUGLIA - P02","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-11-07 13:19:35
"http://dati.camera.it/ocd/persona.rdf/p308830","BELLOMO","DAVIDE","19700218","nato a ASCOLI PICENO, ASCOLI PICENO, MARCHE, il 18.02.1970","ASCOLI PICENO","male","PUGLIA - P02","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","II COMMISSIONE (GIUSTIZIA)",2025-11-07 13:19:35
"http://dati.camera.it/ocd/persona.rdf/p306379","DE MONTE","ISABELLA","19710623","nato a UDINE, UDINE, FRIULI-VENEZIA-GIULIA, il 23.06.1971","UDINE","female","FRIULI-VENEZIA GIULIA - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","COMITATO PER LE PARI OPPORTUNITA'",2025-11-07 13:19:42
"http://dati.camera.it/ocd/persona.rdf/p306379","DE MONTE","ISABELLA","19710623","nato a UDINE, UDINE, FRIULI-VENEZIA-GIULIA, il 23.06.1971","UDINE","female","FRIULI-VENEZIA GIULIA - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-11-07 13:19:42
"http://dati.camera.it/ocd/persona.rdf/p306379","DE MONTE","ISABELLA","19710623","nato a UDINE, UDINE, FRIULI-VENEZIA-GIULIA, il 23.06.1971","UDINE","female","FRIULI-VENEZIA GIULIA - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","DELEGAZIONE PRESSO L'ASSEMBLEA PARLAMENTARE DELLA INIZIATIVA CENTRO EUROPEA (INCE)",2025-11-07 13:19:42
"http://dati.camera.it/ocd/persona.rdf/p307356","LOVECCHIO","GIORGIO","19780305","nato a FOGGIA, FOGGIA, PUGLIA, il 05.03.1978","FOGGIA","male","PUGLIA - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","COMMISSIONE PARLAMENTARE DI CONTROLLO SULL'ATTIVITA' DEGLI ENTI GESTORI DI FORME OBBLIGATORIE DI PREVIDENZA E ASSISTENZA SOCIALE",2025-11-07 13:19:49
"http://dati.camera.it/ocd/persona.rdf/p307356","LOVECCHIO","GIORGIO","19780305","nato a FOGGIA, FOGGIA, PUGLIA, il 05.03.1978","FOGGIA","male","PUGLIA - P01","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","VI COMMISSIONE (FINANZE)",2025-11-07 13:19:49
"http://dati.camera.it/ocd/persona.rdf/p303089","PICHETTO FRATIN","GILBERTO","19540104","nato a VEGLIO, BIELLA, PIEMONTE, il 04.01.1954","VEGLIO","male","PIEMONTE 1 - P02","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2024-01-26 12:44:48
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","19610424","nato a ROMA, ROMA, LAZIO, il 24.04.1961","ROMA","male","LAZIO 1 - P01","ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023","IV-C-RE","UFFICIO DI PRESIDENZA",2025-11-08 13:17:14
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","19610424","nato a ROMA, ROMA, LAZIO, il 24.04.1961","ROMA","male","LAZIO 1 - P01","ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023","IV-C-RE","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2025-11-08 13:17:14
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","19610424","nato a ROMA, ROMA, LAZIO, il 24.04.1961","ROMA","male","LAZIO 1 - P01","ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023","IV-C-RE","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DI DAVID ROSSI",2025-11-08 13:17:14
"http://dati.camera.it/ocd/persona.rdf/p300480","GIACHETTI","ROBERTO","19610424","nato a ROMA, ROMA, LAZIO, il 24.04.1961","ROMA","male","LAZIO 1 - P01","ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023","IV-C-RE","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-11-08 13:17:14
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","UFFICIO DI PRESIDENZA",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","GIUNTA DELLE ELEZIONI",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE PER L'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AREA INDO-MEDITERRANEA",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'ARTICO",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p301577","DELLA VEDOVA","BENEDETTO","19620403","nato a SONDRIO, SONDRIO, LOMBARDIA, il 03.04.1962","SONDRIO","male","LOMBARDIA 1 - P01","MISTO (MISTO) (18.10.2022","MISTO","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AFRICA",2025-11-06 13:18:58
"http://dati.camera.it/ocd/persona.rdf/p308822","POZZOLO","EMANUELE","19850825","nato a VERCELLI, VERCELLI, PIEMONTE, il 25.08.1985","VERCELLI","male","PIEMONTE 2 - P01","MISTO (MISTO) (18.10.2022","MISTO","VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-11-08 13:17:26
"http://dati.camera.it/ocd/persona.rdf/p302080","BONELLI","ANGELO","19620730","nato a ROMA, ROMA, LAZIO, il 30.07.1962","ROMA","male","EMILIA-ROMAGNA - P02","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI",2025-11-07 13:19:51
"http://dati.camera.it/ocd/persona.rdf/p302080","BONELLI","ANGELO","19620730","nato a ROMA, ROMA, LAZIO, il 30.07.1962","ROMA","male","EMILIA-ROMAGNA - P02","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-07 13:19:51
"http://dati.camera.it/ocd/persona.rdf/p308861","GHIRRA","FRANCESCA","19780725","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 25.07.1978","CAGLIARI","female","SARDEGNA - P01","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",2025-11-08 13:17:26
"http://dati.camera.it/ocd/persona.rdf/p308861","GHIRRA","FRANCESCA","19780725","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 25.07.1978","CAGLIARI","female","SARDEGNA - P01","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO CONSULTIVO SULLA CONDOTTA DEI DEPUTATI",2025-11-08 13:17:26
"http://dati.camera.it/ocd/persona.rdf/p308861","GHIRRA","FRANCESCA","19780725","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 25.07.1978","CAGLIARI","female","SARDEGNA - P01","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2025-11-08 13:17:26
"http://dati.camera.it/ocd/persona.rdf/p308861","GHIRRA","FRANCESCA","19780725","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 25.07.1978","CAGLIARI","female","SARDEGNA - P01","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","GIUNTA PER IL REGOLAMENTO",2025-11-08 13:17:26
"http://dati.camera.it/ocd/persona.rdf/p308861","GHIRRA","FRANCESCA","19780725","nato a CAGLIARI, CAGLIARI, SARDEGNA, il 25.07.1978","CAGLIARI","female","SARDEGNA - P01","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMMISSIONE PARLAMENTARE PER IL CONTRASTO DEGLI SVANTAGGI DERIVANTI DALL'INSULARITA'",2025-11-08 13:17:26
"http://dati.camera.it/ocd/persona.rdf/p300369","ROMANO","FRANCESCO SAVERIO","19641224","nato a PALERMO, PALERMO, SICILIA, il 24.12.1964","PALERMO","male","SICILIA 1 - P01","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-11-07 13:19:36
"http://dati.camera.it/ocd/persona.rdf/p300369","ROMANO","FRANCESCO SAVERIO","19641224","nato a PALERMO, PALERMO, SICILIA, il 24.12.1964","PALERMO","male","SICILIA 1 - P01","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-11-07 13:19:36
"http://dati.camera.it/ocd/persona.rdf/p300369","ROMANO","FRANCESCO SAVERIO","19641224","nato a PALERMO, PALERMO, SICILIA, il 24.12.1964","PALERMO","male","SICILIA 1 - P01","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-11-07 13:19:36
"http://dati.camera.it/ocd/persona.rdf/p300369","ROMANO","FRANCESCO SAVERIO","19641224","nato a PALERMO, PALERMO, SICILIA, il 24.12.1964","PALERMO","male","SICILIA 1 - P01","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","GIUNTA PER LE AUTORIZZAZIONI",2025-11-07 13:19:36
"http://dati.camera.it/ocd/persona.rdf/p300369","ROMANO","FRANCESCO SAVERIO","19641224","nato a PALERMO, PALERMO, SICILIA, il 24.12.1964","PALERMO","male","SICILIA 1 - P01","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-11-07 13:19:36
"http://dati.camera.it/ocd/persona.rdf/p308913","BENZONI","FABRIZIO","19851104","nato a BRESCIA, BRESCIA, LOMBARDIA, il 04.11.1985","BRESCIA","male","LOMBARDIA 3 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2025-11-06 13:19:06
"http://dati.camera.it/ocd/persona.rdf/p308913","BENZONI","FABRIZIO","19851104","nato a BRESCIA, BRESCIA, LOMBARDIA, il 04.11.1985","BRESCIA","male","LOMBARDIA 3 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»",2025-11-06 13:19:06
"http://dati.camera.it/ocd/persona.rdf/p308913","BENZONI","FABRIZIO","19851104","nato a BRESCIA, BRESCIA, LOMBARDIA, il 04.11.1985","BRESCIA","male","LOMBARDIA 3 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2025-11-06 13:19:06
"http://dati.camera.it/ocd/persona.rdf/p307641","IEZZI","IGOR GIANCARLO","19750118","nato a MILANO, MILANO, LOMBARDIA, il 18.01.1975","MILANO","male","LOMBARDIA 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE",2025-11-06 13:18:33
"http://dati.camera.it/ocd/persona.rdf/p307641","IEZZI","IGOR GIANCARLO","19750118","nato a MILANO, MILANO, LOMBARDIA, il 18.01.1975","MILANO","male","LOMBARDIA 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-11-06 13:18:33
"http://dati.camera.it/ocd/persona.rdf/p307641","IEZZI","IGOR GIANCARLO","19750118","nato a MILANO, MILANO, LOMBARDIA, il 18.01.1975","MILANO","male","LOMBARDIA 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","GIUNTA PER IL REGOLAMENTO",2025-11-06 13:18:33
"http://dati.camera.it/ocd/persona.rdf/p307285","CAVANDOLI","LAURA","19711215","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 15.12.1971","PARMA","female","EMILIA-ROMAGNA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","CONSIGLIO DI GIURISDIZIONE",2025-11-06 13:18:54
"http://dati.camera.it/ocd/persona.rdf/p307285","CAVANDOLI","LAURA","19711215","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 15.12.1971","PARMA","female","EMILIA-ROMAGNA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-11-06 13:18:54
"http://dati.camera.it/ocd/persona.rdf/p307285","CAVANDOLI","LAURA","19711215","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 15.12.1971","PARMA","female","EMILIA-ROMAGNA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","GIUNTA PER LE AUTORIZZAZIONI",2025-11-06 13:18:54
"http://dati.camera.it/ocd/persona.rdf/p307285","CAVANDOLI","LAURA","19711215","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 15.12.1971","PARMA","female","EMILIA-ROMAGNA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VI COMMISSIONE (FINANZE)",2025-11-06 13:18:54
"http://dati.camera.it/ocd/persona.rdf/p307716","CATTOI","VANESSA","19800712","nato a ROVERETO, TRENTO, TRENTINO ALTO-ADIGE, il 12.07.1980","ROVERETO","female","TRENTINO-ALTO ADIGE/SÜDTIROL - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI CONTROLLO SULL'ATTIVITA' DEGLI ENTI GESTORI DI FORME OBBLIGATORIE DI PREVIDENZA E ASSISTENZA SOCIALE",2025-11-06 13:19:16
"http://dati.camera.it/ocd/persona.rdf/p307716","CATTOI","VANESSA","19800712","nato a ROVERETO, TRENTO, TRENTINO ALTO-ADIGE, il 12.07.1980","ROVERETO","female","TRENTINO-ALTO ADIGE/SÜDTIROL - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-11-06 13:19:16
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","GIUNTA DELLE ELEZIONI",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PERMANENTE PER L'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307688","COIN","DIMITRI","19700601","nato a TREVISO, TREVISO, VENETO, il 01.06.1970","TREVISO","male","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-11-06 13:19:21
"http://dati.camera.it/ocd/persona.rdf/p307903","SUDANO","VALERIA CARMELA MARIA","19750926","nato a CATANIA, CATANIA, SICILIA, il 26.09.1975","CATANIA","female","SICILIA 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-11-06 13:19:23
"http://dati.camera.it/ocd/persona.rdf/p307903","SUDANO","VALERIA CARMELA MARIA","19750926","nato a CATANIA, CATANIA, SICILIA, il 26.09.1975","CATANIA","female","SICILIA 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","II COMMISSIONE (GIUSTIZIA)",2025-11-06 13:19:23
"http://dati.camera.it/ocd/persona.rdf/p307903","SUDANO","VALERIA CARMELA MARIA","19750926","nato a CATANIA, CATANIA, SICILIA, il 26.09.1975","CATANIA","female","SICILIA 2 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE PER IL CONTRASTO DEGLI SVANTAGGI DERIVANTI DALL'INSULARITA'",2025-11-06 13:19:23
"http://dati.camera.it/ocd/persona.rdf/p307630","FRASSINI","REBECCA","19881124","nato a CALCINATE, BERGAMO, LOMBARDIA, il 24.11.1988","CALCINATE","female","LOMBARDIA 3 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-11-06 13:19:27
