"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento"
"http://dati.camera.it/ocd/persona.rdf/p309220","PANDOLFO","ALBERTO","19851129","nato a GENOVA, GENOVA, LIGURIA, il 29.11.1985","GENOVA","male","LIGURIA - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2025-06-17 12:43:55
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE PER L'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AREA INDO-MEDITERRANEA",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'ARTICO",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p305880","FRATOIANNI","NICOLA","19721004","nato a PISA, PISA, TOSCANA, il 04.10.1972","PISA","male","TOSCANA - P03","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AFRICA",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p308761","PISANO","CALOGERO","19810620","nato a AGRIGENTO, AGRIGENTO, SICILIA, il 20.06.1981","AGRIGENTO","male","SICILIA 1 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p308761","PISANO","CALOGERO","19810620","nato a AGRIGENTO, AGRIGENTO, SICILIA, il 20.06.1981","AGRIGENTO","male","SICILIA 1 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p308761","PISANO","CALOGERO","19810620","nato a AGRIGENTO, AGRIGENTO, SICILIA, il 20.06.1981","AGRIGENTO","male","SICILIA 1 - P02","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE PER L'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AREA INDO-MEDITERRANEA",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'ARTICO",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p301531","CARFAGNA","MARIA ROSARIA","19751218","nato a SALERNO, SALERNO, CAMPANIA, il 18.12.1975","SALERNO","female","PUGLIA - P04","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AFRICA",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p308895","PASTORELLA","GIULIA","19860605","nato a MILANO, MILANO, LOMBARDIA, il 05.06.1986","MILANO","female","LOMBARDIA 1 - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI",2025-11-06 13:19:33
"http://dati.camera.it/ocd/persona.rdf/p308895","PASTORELLA","GIULIA","19860605","nato a MILANO, MILANO, LOMBARDIA, il 05.06.1986","MILANO","female","LOMBARDIA 1 - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-11-06 13:19:33
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE CONSULTIVA PER LA CONCESSIONE DI RICOMPENSE AL VALORE E AL MERITO CIVILE",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","GIUNTA DELLE ELEZIONI",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","VI COMMISSIONE (FINANZE)",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELL'ORGANIZZAZIONE PER LA SICUREZZA E LA COOPERAZIONE IN EUROPA OSCE",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA GESTIONE DELL'EMERGENZA SANITARIA CAUSATA DALLA DIFFUSIONE EPIDEMICA DEL VIRUS SARS-COV-2 E SULLE MISURE ADOTTATE PER PREVENIRE E AFFRONTARE L'EMERGENZA EPIDEMIOLOGICA DA SARS-COV-2",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE PER L'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AREA INDO-MEDITERRANEA",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'ARTICO",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308781","ONORI","FEDERICA","19880616","nato a ALBANO LAZIALE, ROMA, LAZIO, il 16.06.1988","ALBANO LAZIALE","female","EUROPA","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AFRICA",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p308244","BONETTI","ELENA","19740412","nato a ASOLA, MANTOVA, LOMBARDIA, il 12.04.1974","ASOLA","female","VENETO 2 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p308244","BONETTI","ELENA","19740412","nato a ASOLA, MANTOVA, LOMBARDIA, il 12.04.1974","ASOLA","female","VENETO 2 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p308244","BONETTI","ELENA","19740412","nato a ASOLA, MANTOVA, LOMBARDIA, il 12.04.1974","ASOLA","female","VENETO 2 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p308244","BONETTI","ELENA","19740412","nato a ASOLA, MANTOVA, LOMBARDIA, il 12.04.1974","ASOLA","female","VENETO 2 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMMISSIONE PARLAMENTARE DI INCHIESTA SUGLI EFFETTI ECONOMICI E SOCIALI DERIVANTI DALLA TRANSIZIONE DEMOGRAFICA IN ATTO",2025-11-08 13:17:27
"http://dati.camera.it/ocd/persona.rdf/p300674","ROSATO","ETTORE","19680728","nato a TRIESTE, TRIESTE, FRIULI-VENEZIA-GIULIA, il 28.07.1968","TRIESTE","male","CAMPANIA 1 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","UNIONE INTERPARLAMENTARE",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p300674","ROSATO","ETTORE","19680728","nato a TRIESTE, TRIESTE, FRIULI-VENEZIA-GIULIA, il 28.07.1968","TRIESTE","male","CAMPANIA 1 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","IV COMMISSIONE (DIFESA)",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p300674","ROSATO","ETTORE","19680728","nato a TRIESTE, TRIESTE, FRIULI-VENEZIA-GIULIA, il 28.07.1968","TRIESTE","male","CAMPANIA 1 - P02","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE","COMITATO PARLAMENTARE PER LA SICUREZZA DELLA REPUBBLICA",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307686","ANDREUZZA","GIORGIA","19731211","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 11.12.1973","PARMA","female","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE",2025-11-06 13:18:43
"http://dati.camera.it/ocd/persona.rdf/p307686","ANDREUZZA","GIORGIA","19731211","nato a PARMA, PARMA, EMILIA-ROMAGNA, il 11.12.1973","PARMA","female","VENETO 1 - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2025-11-06 13:18:43
"http://dati.camera.it/ocd/persona.rdf/p307143","ZIELLO","EDOARDO","19920411","nato a CIVITAVECCHIA, ROMA, LAZIO, il 11.04.1992","CIVITAVECCHIA","male","TOSCANA - P03","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p307143","ZIELLO","EDOARDO","19920411","nato a CIVITAVECCHIA, ROMA, LAZIO, il 11.04.1992","CIVITAVECCHIA","male","TOSCANA - P03","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COLLEGIO DEI QUESTORI",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","UFFICIO DI PRESIDENZA",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER GLI AFFARI DEL PERSONALE",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER LA SICUREZZA",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DI DAVID ROSSI",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","GIUNTA DELLE ELEZIONI",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307376","PANIZZUT","MASSIMILIANO","19681210","nato a MILANO, MILANO, LOMBARDIA, il 10.12.1968","MILANO","male","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307138","GAVA","VANNIA","19740630","nato a SACILE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 30.06.1974","SACILE","female","FRIULI-VENEZIA GIULIA - P01","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA","XII COMMISSIONE (AFFARI SOCIALI)",2024-01-26 12:45:30
"http://dati.camera.it/ocd/persona.rdf/p307790","DELL'OLIO","GIANMAURO","19680307","nato a BARI, BARI, PUGLIA, il 07.03.1968","BARI","male","PUGLIA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-11-06 13:18:46
